SessionID,Mean,Peak,Perc20,Perc80,QuartDev,Std,Strong_Peak,dataQual,Max,Min,SessionLabel,SessionLabel2,Lab_sub,derivative
S10_10,0.20741289502528,1.5648148148150676,0.08910313638206656,0.3389822295186811,0.20807760527852573,0.14423959923821253,0.0,0.022685185185177776,0.40548821367958904,-0.12866750332243573,1,2,10,-0.0037516009758212024
S10_11,1.4869584167781582,7.651515151518208,1.2770244239247612,1.7139511427280112,0.3442620767886258,0.2741158935549642,0.0,0.04356060606062385,1.931804066861545,0.8650687269464968,1,2,10,-0.0046694671095092
S10_12,0.4445115241904,3.333333333333459,0.3595018329053556,0.5507912388852662,0.15132363942860774,0.140801085837204,0.009259259259255555,0.020833333333337773,0.6728643122393999,0.10091729180908462,1,2,10,-0.0018359566046504386
S10_13,0.22357749225154075,2.1120689655173885,0.150327081847824,0.3287123589249607,0.12402746885905121,0.15457162515931452,0.0,0.039152298850581906,0.3748108873305751,-0.21040445767510993,3,2,10,-0.0017744430573834523
S10_14,0.14252083067647153,1.773700305810469,0.09730460683608066,0.1959847676247825,0.08044737142740328,0.06722215524816985,0.0,0.021024464831800923,0.23837468813056148,-0.02882414197431679,1,2,10,-0.0005137834890390155
S10_15,0.11045756173512654,0.5128205128206154,0.08849608842402001,0.13920444591920386,0.04153997543578622,0.036299399501846186,0.0,0.014423076923088462,0.16190766071574617,0.01608938729545884,3,2,10,-0.0008834141423764301
S10_16,0.23076053634323715,3.1262939958594735,0.05582350768651803,0.4311011419407093,0.2986071833347169,0.24230667400546727,0.010351966873701863,0.07893374741200249,0.5273739947966744,-0.36737908625151466,1,2,10,-0.00303010596891014
S10_17,0.18313279994942638,1.4301801801804805,0.08142550504932353,0.2940630636575838,0.16618343554464252,0.1312996338980334,0.0,0.034065315315322295,0.3536105498740168,-0.12295559874718712,1,2,10,-0.0024262953500807346
S10_18,0.23796023152587886,1.0551558753000359,0.20514947034067063,0.2763766616769129,0.05594696256365881,0.05023011515385972,0.0,0.025179856115107913,0.30412281761186255,0.10865503199790821,1,2,10,-0.00039519546541886283
S10_19,0.3280750675718933,0.4924242424242104,0.30681947953245936,0.36113823897784647,0.04388465288342233,0.04726386493139396,0.0,0.010416666666663637,0.37593729249116464,0.19291773127036912,1,2,10,-0.000329500497288622
S10_5,0.1089706880377,2.7693089430892726,-0.1455075812629049,0.36999659622315534,0.40766017058371556,0.3085875140973687,0.010162601626012195,0.10238821138210974,0.5129558823584691,-0.5859500083136374,1,2,10,-0.005638075668996337
S10_6,0.15747295556806787,0.7175925925928558,0.11272998570761462,0.20347055309089015,0.0711342401598637,0.06031311065402058,0.0,0.013657407407408336,0.2351663252242225,0.00889209223504256,1,2,10,-0.00026240263144216175
S10_7,0.7677366380620911,4.810185185184275,0.5580153517792904,0.9895565436742045,0.3295304544395832,0.27353146643695275,0.046296296296277774,0.029166666666666657,1.159814999581005,0.1506692964825244,1,1,10,-0.004431861932889423
S10_8,0.22414830846104988,1.7175925925929663,0.15156320313533697,0.319984345714419,0.12350377958434162,0.12998516048671344,0.0,0.029398148148151105,0.394123464022302,-0.11109476469546525,1,2,10,-0.0017469306670847586
S10_9,0.13944568030806337,1.0787037037038387,0.06937652084865759,0.22457014308383821,0.11660717583241412,0.1130942429757786,0.009259259259255555,0.017129629629630556,0.2695548595728793,-0.13379557607914228,3,2,10,-0.001376961272048617
S11_10,1.8092245580317503,3.2346491228064576,1.6381960650608884,1.9995575258021898,0.28581706754994957,0.2265607419716807,0.5866228070176185,0.007675438596497369,2.273390703222655,1.3383335631552153,1,1,11,-0.00765819866617091
S11_11,1.6183391418143565,6.374999999998427,1.4366581224390111,1.808254261865644,0.28838423167158167,0.24044620239900047,0.47222222222228355,0.00601851851851889,2.081999664311523,1.1008748755919593,1,1,11,-0.004625633273798561
S11_12,1.5138748519376324,6.231617647061409,1.2760964868655298,1.7505991476091327,0.3654097245823443,0.28673255438289275,0.5024509803922795,0.029718137254918387,2.0758387889127796,0.9207167685363901,1,2,11,-0.007238319931684454
S11_13,2.09383490642405,6.666666666665977,1.8501982997257838,2.3439418639766347,0.40360227251451064,0.3030237649252339,1.3611111111112504,0.007407407407406668,2.7988404726323,1.5023264142007506,3,2,11,-0.010205801635421143
S11_14,1.064893842562664,3.1055900621118804,0.9423406800696472,1.2045594319101924,0.20868708954909862,0.17462640059468648,0.42443064182198753,0.009057971014503109,1.3842882826086398,0.6845337186011485,3,2,11,-0.004105157393219271
S11_15,0.9712865716771013,3.0351681957184855,0.8856927538870363,1.0574201100918992,0.1424393405140202,0.10322594496758476,0.0764525993884312,0.004204892966365137,1.1629759704727616,0.773441858171253,3,3,11,-0.00173510772321818
S11_16,0.2677694862941513,3.0370370370377993,0.05235663158978468,0.5565110843756135,0.408571420500989,0.36652158055396666,0.03703703703702222,0.11759259259257333,0.6994796312000755,-0.6282850900238491,3,2,11,-0.004870359767287089
S11_17,0.7898305717774028,6.298245614035971,0.4905211836809107,1.1149390692737051,0.5107456225794738,0.3836392192638353,0.035087719298231575,0.11710526315791998,1.5110311262002578,-0.043111927734539986,1,2,11,-0.01393808360561025
S11_18,0.3914053656908308,2.7167630057797227,0.2203676028025259,0.5676583284420681,0.28269116850624487,0.2128111782357666,0.07707129094417342,0.041425818882469365,0.7507824433517225,-0.08939974272359538,1,1,11,-0.005606110937896816
S11_19,0.8508966939083572,5.420054200540908,0.5922277056875566,1.145260989380797,0.4244525789855391,0.33857035535899993,0.10840108401085366,0.04878048780488293,1.4214007182639588,0.13082903367453314,1,1,11,-0.00857871479802591
S11_20,0.47795134247360693,3.3801498127346403,0.3178753076727292,0.6374661806906682,0.2604494779102129,0.19686699884345563,0.009363295880146068,0.0390917602996264,0.7718899929707358,0.036584790139169536,1,2,11,-0.003887262710959985
S11_21,0.3108622134520333,0.8009259259257944,0.28964271970614464,0.33500342493745006,0.03704747356039327,0.028107778902085306,0.037037037037055555,0.003009259259259445,0.35536229648179996,0.2522257721230532,3,2,11,4.597155156630746e-05
S11_22,0.29801823385965154,0.24285714285719442,0.2917691001944525,0.30605018229183445,0.01127195142141876,0.01074135287526872,0.0,0.002142857142857714,0.3110349932735658,0.27055738349353975,3,2,11,-7.505121517506613e-06
S11_23,0.817367346563197,3.333333333333748,0.7130831180456391,0.9331211671159172,0.18220716915983282,0.13109520846505276,0.025062656641593985,0.005012531328324812,1.0869113759684814,0.5646975433722479,3,2,11,-0.002666231139373912
S11_24,0.49017299264330627,0.8698296836995622,0.46241809625771546,0.5226798014796276,0.05170535825729726,0.03471979151381244,0.012165450121649634,0.0009124087591240876,0.5551574386103285,0.4217716009826643,1,1,11,-0.0005873227895043811
S11_25,0.34864249915406453,1.7652329749113658,0.2841973940055277,0.4355748078914194,0.11434027658941069,0.11527674764592326,0.0,0.02419354838711291,0.5027879546776237,0.043496873449301074,1,2,11,-0.001056410870693318
S11_26,1.1398631826338297,4.0231481481489455,0.7666141922524241,1.5333373969676778,0.5894054434340498,0.45444623888438473,0.07407407407413334,0.03541666666666944,1.895908938596045,0.18457991428292814,1,1,11,-0.013065696785793533
S11_27,0.13399695433573577,1.9166666666668861,-0.01529539400740165,0.3008879844477184,0.24226789970850524,0.21090602216789633,0.0,0.04328703703704389,0.4332246699824249,-0.37671109982473877,1,1,11,-0.003450565591359995
S11_28,0.26366939768511793,4.359698681732714,-0.16686372621899218,0.6931530575363056,0.6730162161470823,0.5213899414780696,0.12241054613940115,0.07721280602635819,1.1900326854810281,-0.8091346383791197,1,1,11,-0.01802077871918861
S11_29,0.9377214252939999,2.70833333333325,0.872103151908,0.9995472478365001,0.103222242207675,0.0711916986256,0.0,0.0,1.1322311909815,0.8250859710605,1,2,11,-0.0048798138117575
S11_30,1.485011273682399,4.944444444444634,1.1957420234567784,1.8083941095839293,0.49120740163586724,0.378132146918464,0.11111111111117779,0.020370370370368335,2.0805295764289555,0.6277402649264564,1,2,11,-0.008477195362632762
S11_5,0.331359656481032,3.1994047619040775,0.20831759655173934,0.47652874002147966,0.2066137807076057,0.17204493106609267,0.0,0.0357142857142866,0.5828573968785901,-0.07538658131330643,1,2,11,-0.004774246015745392
S11_6,0.19087356836826785,0.5972222222222724,0.1713369120762137,0.2119154056135562,0.033304200628040515,0.02604469639055385,0.0,0.007407407407404445,0.2294626140518172,0.1300163625218517,3,2,11,-0.00017607605499240345
S11_7,0.13822304093494275,2.3009259259271224,0.01801664194963629,0.2649661932374139,0.19228351570847135,0.1549145955293936,0.0,0.039120370370369445,0.38381174818896957,-0.21610070146267124,1,2,11,-0.003791479284916105
S11_8,1.4656003712342867,5.483091787439871,1.3128905253889653,1.6416987003478711,0.2745420122054271,0.21089351056298075,0.45893719806791305,0.006038647342997101,1.8740699540995416,1.0265430600003391,1,1,11,-0.002984869387011012
S11_9,1.9802053234770267,4.638888888888767,1.8007035076256106,2.1665320413390448,0.298987624159035,0.22345816188316248,0.9074074074073891,0.01388888888888999,2.4764248682499237,1.5151141028469897,1,1,11,-0.006999927318209228
S12_15,0.19024458999889518,4.0277777777779065,-0.3122331053446309,0.7554204688094563,0.844627228346862,0.6536096689656643,0.0,0.311507936508,1.0628440898870954,-1.3665155281687977,3,2,12,-0.012362514337129597
S12_16,-0.28166305331380687,2.04317269076359,-0.9969620487718448,0.4425538597822112,1.1952363774345345,0.7750915475833984,0.02008032128513253,0.20933734939758017,0.817651463126327,-1.86442029435387,3,2,12,-0.019450165596785515
S12_17,-0.5489356292382827,1.8233082706768273,-1.5287112052667315,0.44995302840027235,1.6088245063738804,1.0529032662052102,0.10025062656640601,0.4696115288220377,0.9792662163625344,-2.665943639933229,1,2,12,-0.02909062545537615
S12_18,-0.41095076467580527,2.3749999999997367,-1.343031479665375,0.5079413281159454,1.5212574577420535,1.0110087320532346,0.07407407407416111,0.23611111111112382,1.1246244405987484,-2.4237802571126323,1,2,12,-0.027540135338955832
S12_19,-0.48034332699354165,2.5601851851862096,-1.5842719822457927,0.6024679215470046,1.7236566253253784,1.2003204731787744,0.037037037037066664,0.466435185185185,1.3620576560794337,-2.966292639266961,1,2,12,-0.03488803505446113
S12_21,-0.13906543761687182,1.3289760348587913,-0.3436785849899147,0.07354283860741925,0.326860448850192,0.2696497877500134,0.0,0.16176470588234187,0.21708002749984756,-0.7849881699641639,3,2,12,-0.005139126314341833
S12_22,-0.11434150471920533,2.013888888889356,-0.5332593450757304,0.34172591178188033,0.6882897246903149,0.5711601562563491,0.027777777777766667,0.11527777777779388,0.5481308859474435,-1.4987383036836794,1,2,12,-0.010982740970089196
S12_23,-0.4886460804369535,2.21759259259296,-1.1426880378038187,0.1770643079162736,1.0761564943849111,0.7863567896826505,0.06018518518516111,0.16990740740740948,0.5030328927991806,-2.2521331510084983,1,2,12,-0.017285523663640775
S12_27,-0.34393818559640976,2.986111111111481,-1.160267730582017,0.4664527911083843,1.2828884416746855,0.9399168114081667,0.10185185185188332,0.14166666666666608,0.8961781134762462,-2.409239670917718,1,2,12,-0.017860597209625153
S12_5,-0.26929158643248535,0.9423676012464112,-0.582132398981189,0.05121024345665399,0.5215133055910467,0.3803091838593743,0.031152647975102803,0.1697819314641654,0.21806838395151876,-1.1474474914601354,3,3,12,-0.00614001735018405
S12_6,0.03592261270486421,1.5787037037039435,-0.33575897797882254,0.43269180984138705,0.6093892373341614,0.46772505337153497,0.0,0.1701388888888922,0.6159601721723619,-1.0650679310003104,3,2,12,-0.008228111443028378
S13_10,0.09748712578307517,0.8444444444448934,0.021246996064993202,0.187222710774168,0.12640378186468665,0.10841718578526584,0.0,0.07222222222226667,0.21865377376689063,-0.17467094071967196,1,1,13,-0.001060793986662524
S13_14,0.9228826305307193,7.302631578947747,0.8390207970283775,1.0358947366743683,0.1528612687364877,0.1443820852590956,0.0,0.00621345029239737,1.1589332434105526,0.5809884757615436,3,2,13,-0.0026801579343865103
S13_15,0.863251067192556,7.319078947368575,0.7415226557730822,1.0091046646866515,0.2111281978925144,0.17850279192450658,0.0,0.022752192982461842,1.1303660731255656,0.4450697954649864,1,1,13,-0.0025666792772719954
S13_16,0.40193023764623026,2.4765917602992142,0.34837956089534367,0.46708874406591017,0.0926680206376697,0.07953057302727996,0.0,0.014279026217233703,0.5180790079968481,0.20623654069168348,1,2,13,-0.0008529166097084144
S13_17,0.9245787551288053,6.513888888890829,0.771830516248237,1.096193106452183,0.25551741272380446,0.2083470565028381,0.009259259259255555,0.029166666666676652,1.280370032225822,0.442305887702221,3,2,13,-0.005662903387086845
S13_18,0.3393340204256425,2.032407407407867,0.3075164133610874,0.3806814761307055,0.05571061375146721,0.055791495873444626,0.0,0.003935185185185556,0.41744268080491126,0.19582318681775876,1,2,13,-0.001116373578988965
S13_19,1.4406562260534042,8.510242085661726,1.2473167917765908,1.6664158583485582,0.33520158297142727,0.2788177489710071,0.04655493482307262,0.014664804469277658,1.9024764289908382,0.7776924422291792,1,2,13,-0.0062918406255361185
S13_20,0.35189098164050375,1.3408521303257523,0.33595534449305997,0.3686935133041505,0.02628490124686113,0.018151060888943953,0.0,0.0006265664160406014,0.38519307903509753,0.3161392080313503,3,2,13,-0.0001668798017723689
S13_21,1.8581369085427168,4.898148148147749,1.594455292270634,2.1128438841230284,0.42129883130693385,0.2796321088854342,0.08333333333340556,0.0032407407407422225,2.3908922770882772,1.3706896724782138,1,2,13,-0.006701083888120498
S13_22,1.488115628408944,9.601851851848474,1.3841322305440227,1.591470381166167,0.16543365235523777,0.12394292579048444,0.01851851851851111,0.0009259259259266667,1.7937804973381724,1.2632516992504614,1,2,13,-0.0033325892092542
S13_25,0.6359766164210998,4.916666666665727,0.5905607149153665,0.6864848009409832,0.0758040232582419,0.059876259061334786,0.0,0.0009259259259266667,0.7495687953391442,0.5165742605352212,1,2,13,-0.0008725251890199197
S13_26,0.412146385226755,2.0158286778402137,0.38774604573148497,0.45205758923350847,0.04934330254506743,0.057919631456764396,0.0,0.007681564245818438,0.48559880577965925,0.2556621253586178,1,1,13,-0.0006118699391350673
S13_5,0.18519322592688323,1.291666666667173,0.146751929124653,0.23306537149854498,0.06721900409145984,0.061381879769891276,0.0,0.010879629629627222,0.2623602191534657,0.022841300002391377,1,2,13,-0.0004944065188034673
S13_6,0.11615610799025543,0.7028985507248873,0.09250147513443432,0.14162733607855135,0.0394023479446165,0.031098021187820395,0.0,0.02028985507245652,0.1610803847485808,0.04445026604825946,1,1,13,-0.00027309711552092576
S13_7,0.15091260333808323,0.44507575757591494,0.13367321327464549,0.17408297629128808,0.030771974770612002,0.03266998644726163,0.0,0.008759469696973296,0.1808491025335465,0.062190728287456316,1,1,13,-0.00010924565627872372
S13_8,0.2936692847754278,2.555555555554743,0.25473950612737944,0.3401426131791502,0.06399659844079746,0.06142012451645972,0.0,0.005555555555557779,0.3896365458837444,0.14991523492362296,3,2,13,-0.00042266666211400846
S13_9,0.29209554884734923,1.52314814814821,0.21941865471472574,0.3702789023803526,0.12080776221061687,0.09287912428856253,0.0,0.01898148148148055,0.414330032863664,0.06766157315439442,1,2,13,-0.0009576142736443969
S14_10,0.04625167967171214,0.17222222222230674,0.02702254459142405,0.10304962922543932,0.04926537938826774,0.09096675207509043,0.0,0.010833333333336,0.12645989602250937,-0.22073991028148626,3,2,14,-0.0007556203979617452
S14_11,0.7004059312971561,2.587719298245638,0.6080948168507259,0.8322948962829504,0.18091112798041506,0.16511781271808937,0.048732943469836254,0.012426900584795909,0.9174128719326708,0.29423343817809544,1,2,14,-0.0020184293413173624
S14_12,0.21752478577263945,0.7711442786071641,0.19029752422510693,0.25984251806142,0.05776000451878052,0.05257150422127185,0.0,0.005286069651744031,0.2941380268118036,0.09295760296388024,1,2,14,-0.0001533027372181027
S14_13,0.07360356443367515,0.25757575757603646,0.06418050449715307,0.09818342609650454,0.02338194582772183,0.04064919200363981,0.0,0.0037878787878790907,0.11142077470760188,-0.04238322848976501,1,1,14,-4.828535013501783e-05
S14_14,0.07366722646771215,1.0462962962964224,0.04213376477969969,0.11198165756980719,0.04898673984628149,0.05200567377748659,0.0,0.022916666666668885,0.14667059947800168,-0.0603738633528476,3,3,14,-0.0006532835145998858
S14_15,0.17773731992291195,1.0648148148145726,0.03404007342213607,0.3529032554730461,0.25556421188546435,0.2384581723986441,0.02777777777778889,0.038657407407420546,0.4958964622905437,-0.38010435229056455,1,2,14,-0.002362941510323601
S14_16,0.9035789938067769,2.5983436852994224,0.5858836470760227,1.2523522192538423,0.49208361351896945,0.4169326738603931,0.6728778467910186,0.02070393374742981,1.6260744104804434,0.07306007780646154,1,1,14,-0.007344057311492951
S14_17,0.672831919745488,2.842592592592257,0.39159236153352794,1.0100353912443352,0.5120822838125874,0.39465645571013347,0.09259259259263333,0.032870370370381104,1.1858293658135477,-0.20440293247246488,1,2,14,-0.004952971249193499
S14_18,0.11828592568254788,0.6944444444444002,0.027694871396393057,0.24577206426914888,0.1645388718057588,0.16243211662608117,0.009259259259255555,0.014583333333332223,0.2894541415615741,-0.28611700801450085,1,1,14,-0.0012077510760049835
S14_19,0.24043985759213482,0.7017543859651112,0.17008672718731246,0.3320206799605255,0.11628421459593333,0.12888213993141243,0.0,0.020224171539953796,0.38302726726905106,-0.08503685633803255,1,1,14,-0.001095773391530631
S14_20,0.14308595541414315,1.2091503267978174,0.11290925357701584,0.19176534165789272,0.05960950452603106,0.06146175022030174,0.0,0.0092592592592634,0.22463141827100078,-0.01400638846202439,1,1,14,-0.00026136368276663226
S14_21,0.05722237011250813,0.43518518518513344,0.027291147001560618,0.10726070578788618,0.05772126307502809,0.06636057870100784,0.0,0.012037037037035,0.1459973325797055,-0.1117619938278725,1,2,14,-0.000558920141141754
S14_22,0.15395051557982567,0.6730769230762949,-0.04547398831731331,0.39179656885874226,0.31029617832519735,0.2625921186613895,0.08547008547012822,0.01282051282051795,0.5517007402313308,-0.33361025012099094,3,2,14,-0.0032865979834213297
